1.51022,3.14654
1.50866,3.13275
1.50954,3.11896
1.51544,3.10677
1.52383,3.0961
1.5299,3.07904
1.53528,3.06482
1.54065,3.05193
1.54647,3.03857
1.55212,3.0245
1.55759,3.01301
1.56232,3.00195
1.5659,2.99005
1.56891,2.98027
1.57171,2.96947
1.57831,2.95924
1.58268,2.94897
1.58556,2.94086
1.58701,2.93479
1.5886,2.92729
1.5918,2.91379
1.59379,2.90289
1.59491,2.89126
1.59571,2.88102
1.5968,2.87259
1.60139,2.86385
1.60514,2.85385
1.60798,2.84424
1.61036,2.83408
1.61238,2.82371
1.61348,2.81249
1.61392,2.79963
1.61378,2.78179
1.61335,2.76721
1.61375,2.75823
1.61429,2.7479
1.61486,2.73399
1.61613,2.71988
1.61869,2.70792
1.6227,2.69523
1.6241,2.68615
1.62316,2.67544
1.61487,2.6645
1.59987,2.65646
1.59429,2.64786
1.59287,2.63386
1.58838,2.62383
1.58511,2.6147
1.5818,2.60641
1.54609,2.59713
1.53687,2.58405
1.51008,2.57136
1.49237,2.56032
1.49289,2.55185
1.49158,2.54544
1.48357,2.5368
1.49756,2.52585
1.50724,2.51209
1.51195,2.49724
1.51724,2.48552
1.52008,2.4742
1.49652,2.46204
1.4825,2.44957
1.47664,2.43417
1.47416,2.42188
1.47357,2.40907
1.47374,2.39878
1.47561,2.38608
1.47818,2.37673
1.48075,2.36762
1.48362,2.35945
1.48649,2.35177
1.48907,2.34374
1.49164,2.33468
1.49356,2.32692
1.49482,2.31957
1.49555,2.31256
1.49638,2.30726
1.49751,2.30181
1.49873,2.29631
1.50029,2.28969
1.50172,2.2817
1.50276,2.27362
1.50371,2.26571
1.50443,2.25936
1.50471,2.25305
1.50538,2.24719
1.5059,2.241
1.50621,2.23495
1.50648,2.22999
1.50681,2.22581
1.50712,2.22276
1.50722,2.21987
1.50722,2.21733
1.50729,2.21534
1.50735,2.21369
1.50744,2.21217
1.50758,2.21097
1.50773,2.21002
1.50789,2.20916
1.50802,2.20848
1.50816,2.20784
1.50828,2.20731
1.50839,2.2068
1.50847,2.20634
1.50851,2.20595
1.50856,2.20564
1.50858,2.20537
1.50861,2.20515
1.50862,2.20498
1.50863,2.20484
1.50864,2.20474
1.50865,2.20469
1.50864,2.20469
1.50862,2.20474
1.50858,2.20489
1.5085,2.20518
1.50841,2.20565
1.50831,2.20624
1.50818,2.20714
1.50806,2.20848
1.50816,2.21036
1.50827,2.21202
1.50847,2.21398
1.5087,2.21591
1.50885,2.21774
1.50903,2.21975
1.50915,2.22136
1.50927,2.22282
1.50931,2.22405
1.50935,2.22529
1.50934,2.22641
1.5093,2.22748
1.50925,2.2284
1.50911,2.2294
1.50893,2.23033
1.50866,2.23133
1.50838,2.23234
1.50805,2.23347
1.50778,2.23492
1.50759,2.23621
1.50746,2.23728
1.5074,2.23809
1.5074,2.23872
1.50744,2.23918
1.5076,2.23946
1.50778,2.23956
1.50793,2.23922
1.50816,2.23783
1.50876,2.23429
1.50979,2.22867
1.51119,2.22083
1.51299,2.2101
1.51433,2.19904
1.51514,2.18894
1.51546,2.17681
1.51532,2.16487
1.51509,2.15182
1.51464,2.1391
1.51401,2.12756
1.51345,2.115
1.51326,2.10051
1.51361,2.08836
1.51251,2.07689
1.51082,2.06529
1.50722,2.05415
1.50081,2.04326
1.49263,2.03277
1.48466,2.02314
1.47297,2.01328
1.46199,2.00346
1.4526,1.99501
1.43997,1.98749
1.43198,1.98018
1.4255,1.97382
1.46151,1.96761
1.48238,1.96216
1.49484,1.95661
1.50277,1.95203
1.50786,1.94775
1.5111,1.94392
1.51291,1.94027
1.51361,1.93696
1.51347,1.93407
1.51281,1.93158
1.51186,1.92962
1.51074,1.92796
1.50949,1.92647
1.50827,1.92522
1.50715,1.92406
1.50608,1.92299
1.50514,1.92211
1.50429,1.9214
1.50353,1.92082
1.50286,1.92039
1.50226,1.92003
1.50172,1.91975
1.50122,1.91952
1.50077,1.91936
1.50034,1.91923
1.49993,1.91911
1.49956,1.91901
1.49918,1.91894
1.49877,1.91888
1.49833,1.91874
1.49786,1.91857
1.49736,1.91824
1.49675,1.91751
1.49591,1.91587
1.43864,1.91187
1.40355,1.90594
1.38785,1.89698
1.37582,1.88549
1.3669,1.87251
1.42001,1.85963
1.44013,1.84429
1.45025,1.82949
1.45407,1.81542
1.45375,1.80146
1.44933,1.78301
1.44491,1.76953
1.36427,1.75347
1.3599,1.73561
1.33374,1.7179
1.31746,1.69716
1.30743,1.67282
1.30041,1.6464
1.28211,1.60248
1.24402,1.55631
1.14921,1.52347
1.30289,1.52033
1.27267,1.49785
1.24308,1.50034
1.07968,1.46456
0.966791,1.42974
0.902571,1.40262
0.886142,1.37302
0.747866,1.32259
1.0864,1.24616
1.39317,1.16367
